uuid,Keywords,label
518,Vivo Deamidation; Non-Deamidated Concentration; Receptor Binding; Breast Cancer,1
519,Financial Performance; Pollution Prevention; Manufacturing Companies,0
520,Ceramic Wastes; Coarse Aggregates; Ultrahigh-Performance Concrete; Results Showed,0
521,Growth Performance; Aleo Vera; Final Body; Different Percentages; Weight Gain; Haematological Parameters,1
522,Stem Cells; Stem Cell; Retinitis Pigmentosa,1
523,Operation Cost; District Heating; Energy Storage; Storage Technologies; Multi-Carrier Energy; Integrated Electricity,0
524,Cancer Cells; Two-Photon Excitation; Redox State; Ratiometric Value; Tpef Signal; Molecular Probe,1
525,Hopf Bifurcation; Random Network; Nutrient-Microorganism Model; Delayed Nutrient-Microorganism; Network Nutrient-Microorganism; Network Structure,1
526,Mental Health; Enforcement Agencies,1
527,Renewable Energy; Kuznets Curve; Mean Group; Financial Development; Turning Point; Lower-Middle-Income Groups,0
528,Stochastic Sizing; Energy Resources; Various Ders; Proposed Method; Distributed Energy,0
529,Cost Benefits; Interim Storages; Synthetic Natural,0
530,Energy Investment; Economic Performance; Interactions Among; Emissions Promotion; Emissions Curtailment; Second Generation,0
531,Pyramid-Shaped Still; Glass Cover; Traditional Pyramid-Shaped; Modified Pyramid-Shaped; High Thermal; Thermal Conductivity,0
532,Different Magnetic,1
533,Dominance Rank; Measuring Dominance; Societal Health; Dominance Certainty; 'Dominance Certainty,1
534,Domain Separation; Orange Carotenoid; Carotenoid Protein; Free Energy,1
535,Wild Wheat; Highest Value; Saudi Arabia; Fresh Shoot; Shoot Weight; Plant Height,1
536,Rice Straw; Magnetic Rice; Lipase Immobilization; Esterification Reaction; Industrially Important,0
537,Waste Flow; Emergency State; Municipal Waste; Waste Management; Covid-19 Waste; Management Systems,0
538,Recovery Strategies; Hospitality Industry,0
539,"Cell Invasiveness; Indoleamine 2,3-Dioxygenase-1; Cancer Cell; Cell Invasion; Bladder Carcinoma; Differentially Expressed",1
540,Ammonium Oxidation; Landfill Leachate; External Sludge; Simultaneous Ammonium; Oxidation Denitrifying; Mature Landfill,0
541,Circular Economy; Building Sector; Current State; Developing Countries; Mitigation Framework; Dimension Showed,0
542,Water Sector; Post-Conflict Development; Emerging Issues,1
543,Energy Consumption; Carbon Emissions; Environmental Implications; Paris Agreement; Natural Resources; Environmental Quality,0
544,Conventional Solar; Office Buildings; Cooling Energy; System Design; Different Climate; Solar Cooling,0
545,Obstructive Pulmonary; Pulmonary Disease; Chronic Obstructive,1
546,Leakage Detection,0
547,Pm2.5 Concentrations; Vegetation Greenness; High Risk; Developing Countries; Risk Regions; Urban Ratio,0
548,Resistance Training; Training Programs; Back Pain; Core Training; Health Variables,1
549,Renewable Energy; Hybrid Renewable; Biogas Generator; Biomass Price; Environmental Assessment; Inflation Rate,0
550,Fish Exposed; Growth Retardation; Hepato-Renal Dysfunction; Oxidative Stress; Nile Tilapia; Groups Offered,1
551,Indoor Sports; Sports Centers; Covid-19 Pandemic; Additional Measures,0
552,Institutional Quality,0
553,Mangrove Loss,0
554,Lithospheric Mantle; _41K Values; Isotope Fractionation; Isotope Composition; Volcanic Materials; Subduction Zone,1
555,Real Output; Renewable Energy; Energy Consumption; Tri-Variate Relationships; Brics Countries; Brics Group,0
556,Wnt/_-Catenin Pathway; Beas-2B Cells; Tnf-_-Induced Beas-2B; Western Blot; Cell Viability,1
557,Water-Energy Scarcity; Scarcity Risk; Energy Scarcity; Initial Risk; Water/Energy Scarcity; Trade System,0
558,Cr6+ Ions; Toxic Hexavalent; Hexavalent Chromium; Chromium Removal; Agitation Speed; Contact Time,0
559,A; B,1
560,Benefit People,0
561,Stimulation Parameters; Spinal Cord; Evoked Compound; Adjust Stimulation; Action Potential; Compound Action,1
562,Domestic Resource; Resource Base,0
563,Viral Genomes; Early Phase; Viral Genotypes; Time Span; Global Expansion; Sars-Cov-2 Genomes,1
564,Noninvasive Ventilation; Positive Airway; Airway Pressure; Directors Must,1
565,Cell Lines; Human Cell; Intracellular Amastigotes,1
566,Memory Generalisation; Systems Consolidation; Trauma-Related Disorders; Fear Memory,1
567,Mode Shapes; Grey Wolf; Expansion Process; Wolf Optimization; System Equivalent; Objective Function,0
568,Poverty Alleviation; Residential Income; Rural Residential; Employed Population; Income Growth; Carbon Emissions,0
569,In-School Bullying; Bullying Victimization; High School; School Among; Past Year; School Students,1
570,Bullous Dermatosis; Different Triggers,1
571,Financial Development; Statistical Level,0
572,Hybrid Microgrid; Dynamic Energy; Optimal Configuration,0
573,Energy Efficiency; Energy Conservation; Improve Energy,0
574,Primary Cutaneous; Intraoral Involvement; Cd8+ T-Cell; Nerve Palsy; Facial Nerve; Facial Swelling,1
575,Land Cover; Enviroatlas Maps; Ecosystem Services; Services Indicators; Sustainable Development; Development Goals,0
576,Mechanical Thrombectomy; Ischaemic Stroke; Blood Pressure; General Anaesthesia; Vessel Occlusion; Large Vessel,1
577,A; B,1
578,Neurop Synthesis; Hypothalamic Astrocytes; E2-Facilitated Neurop; Positive Feedback; Merα Expression; Progesterone Synthesis,1
579,Allocation Exception; Deceased Donor; Organ Procurement; Procurement Organizations; Donor Kidney; Kidney Allocation,1
580,Hepatocellular Carcinoma; Levels _400; _400 Ng/Ml; Advanced Disease; _-Fetoprotein Levels,1
581,Ecological Efficiency; Low-Carbon City; City Construction; Urban Ecological; Improving Ecological; Lccp Policy,0
582,Technological Progression; Granger Causality; Quantile Autoregressive; Autoregressive Granger; Top-10 Polluted,0
583,Sustainable Business; Digital Twin; Twin Platform; Platform Network; Business Model; Five-Dimensional Framework,0
584,Mixing Order; Traditional Mixing; Synthetic Composite; Composite Interfaces; Microscopic Observation; Crack Resistance,0
585,Immigrant Paradox; Criminal Involvement; U.S.-Born Adults; National Epidemiologic; Epidemiologic Survey,1
586,Carbon Emission; Emission Efficiency; Industrial Structure; Coupling Degree; Structure Upgrading; Coupling Path,0
587,Slc11/Nramp Family,1
588,South Asian; Asian Countries; Component Analysis; Vulnerability Index; Composite Indicator; Principal Component,0
589,Gratitude Letter; Positive-Psychological Interventions; Emotional Self-Awareness; Trait Gratitude; Best-Possible-Self Intervention; Responses Across,1
590,Western Jiangxi,1
591,Human Colorectal; Colorectal Carcinoma,1
592,Overall Development; Environmental Protection; Development Coordination,0
593,Dominance Hierarchies; Eusocial Insects,1
594,Killer Toxin; Toxin Medium; Growth Inhibition; Saccharomyces Boulardii; Metabolites Produced; Salmonella Growth,1
595,Calcium Supplementation; Hypertensive Disorders,1
596,Lung Segmentation; Segmentation Using; Using Deep; Deep Learning; Data Leakage,1
597,Anterior Teeth,1
598,Low-Viscosity Asphalt; Aged Asphalt; Recycled Asphalt; Cracking Resistance; Recycled Asphalts; Temperature Sensitivity,0
599,Inorganic Nanomaterials; Multifunctional Inorganic,1
600,Chinese Merino; Merino Sheep; Daily Gain; Antioxidant Function; Control Group; Control Pastures,1
601,Climate Change; Infectious Disease; Infectious Diseases; Transmission Pathways,1
602,Energy Carriers; Energy Storage; Various Energy,0
603,Inclusive Human; Human Development; Institutional Governance; Environmental Degradation; Negative Effect; Regulation Quality,0
604,Frequency Series; Carbon Futures; Fuzzy Entropy; Extreme Learning; Learning Machine; Forecasting Models,1
605,Urinary Exosomes; Premature Infants; Acute Kidney; Kidney Injury; Cisplatin-Induced Acute; Mitogen-Activated Protein,1
606,Anti-Inflammatory Cytokines; Cell Disease; Sickle Cell,1
607,Dominance Hierarchies; Published Dominance; Comparative Studies; Dominance Data,1
608,Vascular Endothelial; Endothelial Cells; Molecular Mechanism; Wound Healing,1
609,Waste Biomass; Cattle Manure; Input Consumption; Environmental Assessment; Technical Assessment; Rice Straw,0
610,Phenolic Acids; Experimental Domain; Extraction Time; Flavonoids Content; Total Polyphenols; Domain Factors,1
611,Wind Energy; Energy Market; United Kingdom; Cumulative Installed; Wind Cumulative; Average Wind,0
612,Ecosystem Services; Ecosystem Service; Driving Forces; Natural Vegetation; Lake Urmia; Service Dynamics,0
613,Global South,1
614,Electric Vehicle; Battery Degradation; Energy Cost; Vehicle Owner; Grid Utilisation; System Operator,0
615,Novel Technologies; Prehospital Setting; Scientific Data; Available Scientific; Novel Technology; Best Available,1
616,Industrial Agglomeration; Pollution Agglomeration; Positive Effect,0
617,Solar Still; Forced-Water Cooling,0
618,Arterialized Venous; Venous Flap; Peripheral Tissue; Venous Congestion; Higher Pressure,1
619,Gene Expression; Grp78 Receptor; Hepatocyte Steatosis; Ampk Activity; Lx-2 Cell; Cell Lines,1
620,Total Synthesis; Dihydrooxepin Containing; Containing Natural; Natural Products; Synthetic Methods,1
621,Dominant Animals; Physiological Plasticity; Reproductive Behaviours; Phenotypic Changes; Social Hierarchies,1
622,Oxidative Stress; Cellular Senescence; Neuronal Cells; Safinamide Treatment; Therapeutic Potential; Aβ1-42 Oligomers-Induced,1
623,Third Dose; Neutralizing Antibodies; Anti-Sars-Cov-2 Antibodies; Three Doses; Large Cohort; Solid Organ,1
624,Sulfur Dioxide; Reducing Industrial; Industrial Economy; Generation Intensity; Four Stages,0
625,Lungs Transplanted; Vivo Lung; Whose Lungs; Donors Whose; Transplanted Without; Smoking History,1
626,Carbon Neutrality; Mitigation Strategies; Industrialized Economies,0
627,A; B,0
628,Chemical Plants,0
629,Energy Consumption; Renewable Energy; Foreign Direct; Direct Investment; Bootstrap Ardl; Economic Growth,0
630,Dominance Hierarchies; Size Structure; Growth Suppression; Feedbacks Among,1
631,Non-Fs Condition; Acute Footshock; Muscle Activity; Footshock Stress; Guinea Pigs; Sleep Variables,1
632,Circabcc1 Promotes; High-Mobility Group; Glioma Tissues; Glioma Cells,1
633,Ecological Economics,0
634,Sand Flies; Mammal Diversity; Leishmania Reservoirs; Disease Transmission; Diverse Mammal; Biodiversity Changes,1
635,Active Sites; Molecular Structure; Different Substrates,1
636,Inflammatory Bowel; Difficile Infection; Clostridioides Difficile; Proinflammatory Cytokines; Bowel Diseases,1
637,Energy System; Electricity Grids,0
638,Cell Lines; Pi3K/Akt Cascade; Nude Mice; Non-Small Cell; Cell Lung; Lung Cancer,1
639,Nasal Polyposis; Recurrent Nasal; Plasmablastic Lymphoma; Sinonasal Tract,1
640,Adaptive Reuse; Selective Disassembly; Disassembly Plans; Deconstruction Methods; Multi-Objective Optimization; Possible Combinations,0
641,Third Strain; Crowding Effect; Infection Rate,1
642,Heavy Metals; Adsorption Capacity,0
643,Distributed Energy; 'Common Goods; Socio-Political Acceptance; Intelligent Microgrids; Energy Systems; Replacing Hierarchy,0
644,Asphalt Pavement; Base Asphalt; Semi-Rigid Base; Asphalt Surface; Flexible Base; Different Base,0
645,Liver Disease; Clinical Assessment,1
646,Hybrid Renewable; Renewable System; Novel Energy-Economic-Environmental; Multi-Criteria Decision-Making; Economically Competitive; Energy-Economic-Environmental Multi-Criteria,0
647,Pedagogical Strategies; One-To-One Computing,1
648,Residential Carbon; Carbon Emission; Population Migration; Residential Energy; Energy Consumption; Transfer Flows,0
649,Pm2.5 Pollution; Urban Pm2.5; Foreign Direct; Pollution Heaven; Direct Investment; Pollution Shows,0
650,Bacterial Driver-Passenger; Colorectal Cancer; Driver-Passenger Model,1
651,Mental Health; Randomized Controlled; Controlled Trials; Horticultural Therapy; Eight Sessions; Improve Mental,1
652,Foster Care; Care Entries; Overdose Mortality; Adverse Childhood; Communities Experiencing; Opioid Crisis,1
653,Clay-Polymer Nanocomposites; Water Treatment,0
654,Thai Traditional; Traditional Massage; Who-Qol Brief; Flow Rate; Tract Symptoms; Lower Urinary,1
655,Insulin Resistance; Resistance Assessment,1
656,Renal Vascular; Arterial Pressure; Renal Autoregulation; Neonatal Renal; Step Decrease; Renal Microvessels,1
657,Sulfur Reduction; Sulfidogenic Reactor; Sulfide Production; Manganese Ions; Lead Ions; Reactor Driven,0
658,Kinematic Properties; Heterosyllabic Clusters; Syllable Structure,1
659,Human Factors; Path Forward; Industry Demands,1
660,Salmo Salar; Atlantic Salmon; Late Winter,1
661,Economic Growth; Energy Consumption; Environmental Quality; Ecological Footprint; Co-Integration Among; Asymmetric Co-Integration,0
662,Mortality Rate; Case Fatality; Consensus Motifs; Bioinformatic Analysis,0
663,C3H10T1/2 Cells; Fluorescence Lifetime; Lifetime Imaging; Imaging Microscopy,1
664,Energy Storage; Demand Response; Pumped Thermal; High Renewable; Renewable Energy-Based; Isolated Microgrid,0
665,Second-Line Immunotherapy; Autoimmune Encephalitides; Refractory Cases; Autoimmune Encephalitis; Best Therapeutic,1
666,Heart Disease; Pulmonary Blood; Blood Flow; Congenital Heart; Pulmonary Vascular; Vascular Resistance,1
667,Gram-Negative Pathogens; Citrate Synthase,1
668,Covid-19 Two-Vaccination; Series Among; Hematologic Malignancies; Two-Vaccination Series,1
669,Rainfall Intensification; Nitrate Leaching; Cropping Systems; Intensified Rainfall; Control Rainfall; Rainfall Treatment,0
670,Lithium-Ion Batteries; Spent Lithium-Ion; Microwave Pyrolysis; Biomass Pyrolysis; Reduction Roasting,0
671,Export Diversification; Carbon Emissions; Renewable Energy; Ecological Innovation; Energy Consumption; Control Carbon,0
672,Caco-2 Cells; Dill Extract; Herb-Drug Interactions; Cell Viability,1
673,Natamycin Penetration; Examined Using,1
674,Market Firms; Valuation Effects; Emerging Market; Corporate Social; Developed Market; Firm Performance,0
675,Covid-19 Cases; European Level; Polish Cities,0
676,Plasma Gasification; Sales Price,0
677,Carrying Capacity; Changzhou City; Water Ecological; Administrative Regions; Connectivity Index; River Connectivity,0
678,Torso Injuries; Trauma Patients; Blunt Trauma; Torso-Cect Scan; Patients Received,1
679,Insulin Dosing; Therapeutic Insulin; Insulin Dose; Peritoneal Dialysis; Articles Remained; Dosing Adjustments,1
680,A; B,1
681,Ubiquitin Ligase; Prion Diseases; Cellular Prion; Prion Protein; Ligase Activity,1
682,Carbon Dots; Contaminant Sensing,1
683,Psychological Assessment; Atopic Dermatitis; Depression Scale,1
684,Industrial Structure; Carbon Emissions; Regional Carbon; Carbon Emission; Emission Differences; Regional Industrial,0
685,Strømme Syndrome; Compound Heterozygous; Molecularly Confirmed; Confirmed Strømme,1
686,Green Finance; Non-Fossil Energy; Carbon Intensity; Finance Development; Error Correction; Correction Model,0
687,Renewable Energy; Southeast Asian; Asian Countries; Ecological Footprint; Environmental Quality,0
688,High Income; Carbon Emissions; Income Countries; International Trade; Income Groups; Road Initiative,0
689,Spoken Words; Lexical Processing; Words Learned,1
690,Adiabatic Compressed; Energy Storage; Back-Up Power; Emergency Back-Up; Dynamic Modelling; Power Supply,0
691,Renewable Energy,0
692,Respiratory Diseases,1
693,Biodiesel Production; Techno-Economic Analysis,0
694,Marine Environmental; Environmental Pollution; Fisheries Economy; Fisheries Economic; Coastal Regions; Economic Growth,0
695,Investment Profitability; Hybrid Solar-Biomass; Investment Costs; Thermal Energy; Cogenerated Heat; High Investment,0
696,Utilization Factor; Proposed System; System Utilization; Conventional Solar; Solar Chimney,0
697,Tumor Suppressor; Suppressor Genes; Double Mutants; Mammary Tumorigenesis,1
698,Anticipatory Behavior; Graded Welfare,1
699,Transport Energy; Energy Consumption; Environmental Quality; Asian Countries; Economic Growth; Cross-Sectional Dependence,0
700,Positively Charged; Charged Nanofiltration; Negatively Charged; Selective Separation,1
701,Transferable Load; Electric Vehicles; Demand Response; Microgrid Economic; Considering Electric; Economic Dispatch,0
702,Administrative Units; Population Lived,0
703,Metal Oxides,0
704,Tibetan Plateau; Transboundary Transport; Atmospheric Mercury; Forest Site; Isotopic Compositions,1
705,Cholinesterase Inhibitory; Showed Significant; Inhibitory Activity; Synthesized Compounds; Experimental Data; Whereas Compounds,1
706,Cost-Optimal Economic; Shared Rooftop; Energy Communities; Economic Potential; Cost-Optimal Rooftop,0
707,Mgcl2 Center; Rice Husk; Adsorption Kinetic,0
708,Positive Psychology; Psychology Interventions; Control Group,1
709,Diverse Young; Young People; Gender Diverse; Health Service; Health Services; Healthcare Access,1
710,Predict Adherence; Protective Behaviors; Response Efficacy; Motivation Theory; Covid-19 Behavioral; Behavioral Guidelines,1
711,Older Adults; Vaccine Coverage; Pertussis Vaccine,1
712,Mental Health; Chronic Diseases,1
713,Hybrid System; Exergy Destruction; Fuel Cell; Heat Generation; Biomass Gasification; Relative Exergy,0
714,Concrete Pavement; Plain Concrete; Residual Strength; Concrete Mixes; Conventional Plain; Mechanical Properties,0
715,Carbon Emissions; Financial Development; Agriculture Value-Added; Economic Globalization; Natural Resources; Environmental Degradation,0
716,Blast Furnace; Economic Benefits; Proposed Process; Coke Oven; Greater Economic; Carbon Intensity,0
717,Environmental Decentralization; Carbon Emissions; Dynamic Threshold; Carbon Emission; Environmental Administrative; Emission Control,0
718,Energy Conversion; Dynamic Energy; Management Strategy; Wind Power; Deep Reinforcement; Reinforcement Learning,0
719,Adenosine Signaling; Central Nervous; Nervous System; Neuropathic Pain,1
720,Horse Chestnut; Korean Chestnut; Conservative Treatment; Eaten Horse; Electrocardiogram Showed; Chestnut Seed,1
721,City Gate; Sensitivity Analysis; Multi-Objective Optimization; Gate Stations; Cogeneration System; Annual Costs,0
722,Photovoltaic Power; Poverty Alleviation; Photovoltaic Poverty; Emission Mitigation; Power Projects; Chinese Photovoltaic,0
723,Nano Zero-Valent; Zero-Valent Iron; Iron Sludge-Based; Sludge-Based Biochar,0
724,Integrated Structure; Organic Rankine; Rankine Cycle; Fresh Water; Parabolic Trough; Trough Solar,0
725,Starter Candidates; Galchi-Baechu Kimchi; Bacterial Community; Safe Starter,1
726,Seeding Rate; 100_ Seeding; Community Structure; Emergent Insects; Invertebrate Communities,1
727,Hydraulic Fracturing; Flowback Water; Saline Wastewater; Sichuan Basin; Water Footprint; Water Quality,0
728,Physicochemical Treatment; Wastewater Treatment; Paper Wastewater; Economic Analysis; Biological Treatment; Process Water,0
729,Growth Rate; Annual Growth; Renewable Energy; Energy Technology; Technology Innovation; Spatial-Temporal Evolution,0
730,Economic Growth; Renewable Energy; Non-Renewable Energy; Asymmetric Relationship; Energy Consumption,0
731,Wind Energy; Energy Investments; Exchange Rate; Interest Rate; Rate Risks,0
732,Covid-19 Pandemic-Related; Pandemic-Related Arguments; Parties Involved; Civil Litigation,1
733,Alkali Metals; Biomass Ashes; Fusion Temperatures; Melting Behaviour,0
734,Ecological Environment; Yanqi Basin; Remote Sensing; Multi-Source Remote; Coupling Coordination; Sensing Data,0
735,Lung Cancer; Oncogenic Role; Non-Small Cell; Cell Lung; Cell Proliferation,1
736,Coronary Flow; _2-Adrenoreceptor Antagonist,1
737,Postoperative Delirium; Prevent Delirium; Pharmacological Prophylaxis,1
738,Spermatic Cord; Cord Torsion; Affected Testis; Clinical Signs; Domestic Mammals,1
739,Leaves Extract; Moringa Oleifera; Alcoholic Leaves; Hubbard Chickens; Chickens Experimentally,1
740,Myocardial Infarction; Acute Coronary; Coronary Syndromes; Myocardial Injury,1
741,Building Manufacturing; Green Building; Sustainability Indicators; Assessing Green; Economic Growth,0
742,Biomass Gasification; Steam Gasification; Using Steam; Methanol Production; Combustible Gases; Biomass Feedstock,0
743,Dash Diet; Metabolically Healthy; Healthy Obesity; Amed Diet; Chinese Population; Cross-Sectional Analysis,1
744,Electric Power; Power Development; Comprehensive Evaluation; National Electric; Evaluation Index; Subjective Evaluation,0
745,Male C57Bl/6J; C57Bl/6J Mice; Feed Ingredients; Levels Compared,1
746,Eudragit Rs-100; Showed Maximum; Transdermal Patches; Transdermal Patch; Drug Release,1
747,Brain Health; Life Course; Course Inequalities,1
748,Mould Growth; Energy Efficient; Efficient Buildings,0
749,Quality Management; Pediatric Respiratory; Respiratory Distress; Pediatric-Specific Elements; Airway Management; Management.Ems Agencies,1
750,Financial Development; Income Inequality; Gini Coefficient; Policy Implications; Negative Impact; Palma Ratio,0
751,Whole-Body Immersion; Shock Response; First Minute; Noxious Acute; Heat Shock; Short-Duration Whole-Body,1
752,Cycle Arrest; Cell Differentiation; Acute Myeloid; Myeloid Leukaemia,1
753,Cell Cocultivation; Growth Factors; Different Cell; Cell Types,1
754,Developing Countries; International Trade; Developed Countries; Foreign Direct; Direct Investment; Long-Run Relationship,0
755,Carbon Emissions; Industrial Structure; Economic Growth,0
756,Neurologic Complications; Stem Cell; Risk Factors; Allogeneic Stem; Cell Transplantation; Nervous System,1
757,Green Solvents; Lipid Extraction; Extraction Using; Ionic Liquids; Performed Mainly; Organic-Based Solvents,0
758,Constructed Wetlands; Water Treatment; Treatment Sludge; Phosphorus Removal; Adsorbed Phosphorus,0
759,Pesticide Overuse; Southeast Asia; Vegetable Production,0
760,Energy Efficiency; Influencing Factors; Undesirable Output; Energy Consumption; Regional Differences,0
761,Comparative Proteomic; Mycoplasma Gallisepticum; Proteomic Analysis,1
762,Transportation Infrastructure; Financial Development; Environmental Sustainability; Wavelet Coherence,0
763,Experimental Studies,1
764,Recent Advances,1
765,Economic Globalization; Ecological Footprint; Financial Globalization; Predictive Power; Globalization Indices; Empirical Results,0
766,Protease Inhibitors,1
767,Investigate Children; Astronomy Knowledge,1
768,Carbon Emissions; Income Brcs; Foreign Direct; Middle Income; Direct Investment; Road Countries,0
769,Electricity Generation; Generation Technologies; Sustainable Energy; Energy Decision; Decision Making; Energy Generation,0
770,Proposed Dsmr; Dsmr Process; Liquefaction Processes; Capital Investment; Mixed Refrigerant; Refrigeration Cycle,0
771,Testing Uptake; Vaginal Intercourse; Intercourse Within; Within Marriage; Unprotected Vaginal; Sexual Behaviors,1
772,Wage Arrears,0
773,Renewable Sources; Multi-Energy System; Multi-Objective Optimization; Power Management; Management Strategy; Wind Power,0
774,Environmental Efficiency; Regional Environmental; Different Regions; Weight Method; Component Analysis; Principal Component,0
775,Displaced Families; Parenting Interventions; Programs Show; Caregiving Programs; Forcibly Displaced; Systematic Review,1
776,Cyclic Dipeptide; Cancer Cell; Anticancer Drug; Sustainable Release; Cell Line; Drug Delivery,1
777,Health Impacts; Wildfire Smoke; Population Health; Premature Mortalities; Economic Valuation; Wildfire Activity,0
778,A; B,0
779,Platelet Function; Platelet Aggregation; Thrombus Formation; Whole-Blood Thrombus; Prolonged Platelet; Function Analyser,1
780,Energy Communities; Decision-Making Strategies; Renewable Energy,0
781,Quantile Cities; Pm2.5 Concentration; Upper 75Th; 50Th-75Th Quantile; Economic Growth; Population Density,0
782,Molecular Targeted; Hepatocellular Carcinoma,1
783,Vibration Anesthesia; Vibratory Devices; Pain Intensity; Vibratory Device; Control Group,1
784,A; B,0
785,Sample Size; Fmri Replicability; Emotional Enhancement; Emotional Engagement; Scene Viewing; Brain Regions,1
786,Steam Methane; Methane Reforming; Proposed Se-Smr; Se-Smr Processes; Proposed Cases; Hydrogen Production,0
787,Economic Costs; Worker Productivity; Global Warming; Heat-Induced Reductions; Autonomous Mechanisation; Epidemiological Exposure-Response,0
788,A; B,1
789,Bulk Copper; Agile Frog; Results Suggest; Negative Influence; Carbohydrates Content,1
790,Energy Efficiency; Seemingly Unrelated; Unrelated Regression; Quality Plays; Significant Role; Promoting China,0
791,Driving Factors; Spillover Block; Interprovincial Natural; Major Driving; Spatial Pattern; Driving Factor,0
792,Gully Erosion; Random Partitioning; Machine Learning; Erosion Susceptibility; 50/50 Random; Validation Data,0
793,Freshwater Ecosystems; Freshwater Biodiversity; Freshwater Resources,0
794,Upper Cervical; Compression Myelopathy; Calcium Pyrophosphate; Pyrophosphate Dihydrate; Case Report; Retro-Odontoid Pseudotumor,1
795,Fatty Acids; Long-Chain Alcohols; Total Product; Waste Activated; Activated Sludge; Two-Stage Anaerobic,0
796,Change Mitigation; Climate Change; Green Financing; Green Finance; Study Countries; Private Sector,0
797,Breast Cancer; Cancer Cell; Mir-556-5P Inhibition; Cancer Bone; Pthrp Silencing; Binding Site,1
798,Spine Committee; Posttraumatic Kyphosis; Wfns Spine,1
799,Sustainability Performance; Corporate Sustainability; Information Disclosure,0
800,Gastric Cancer; Lncrna Ccl2; Parp2 Protein; Signal Pathway; Could Reverse; Gastric Tumor,1
801,Economic Policy; United States; Policy Uncertainty,0
802,Parenting Styles; Avoidance Index; Attachment Styles; Child Abuse; Sample Size; Selected Based,1
803,Individual Characteristics; Differential Investment; Social Relationships; Living Situation,1
804,Healthcare Industry; Decision Making; Medical Industry; Group Decision,1
805,Mixed Integer; Energy Consumption; Microgrid System; Conventional Power; Water-Energy Microgrid; Micro Water-Energy,0
806,Spatial Association; Carbon Emissions; Transportation Carbon; Network Structure; Association Network; Driving Factors,0
807,Cationic Lipids; Spermine-Based Cationic; Nonidentical Hydrocarbon; L-Shaped Spermine-Based; Hydrocarbon Tails; Transfection Efficiency,1
808,Life-Cycle Assessment; Residual Value; Energy Retrofit; Sustainable Low-Co2-Emission; Replacement Costs; Public Buildings,0
809,Excessive Internet; Parental Care; Parental Monitoring; Higher Parental,0
810,Gynecologic Oncology; Evidence-Based Review; Clinical Care; Work Environments,1
811,Mediterranean Diet; Environmental Concerns; Diet Pyramid,0
812,Subacute Cough; Worsening Dyspnea,1
813,Catatonic Episodes; Temporally Associated; Chronic Substance; Acute Intoxication; Substance-Related Catatonia; Catatonic Episode,1
814,Financial Development; Ecological Footprint; Energy Consumption; Environmental Degradation; Causes Ecological; Threshold Cointegration,0
815,Sustainable Finance; Finance Research; Machine Learning; Sustainable Financing; Scholarly Research; Data Analytics,1
816,Cyst Size; Pediatric Patients; Clinical Course; Cleft Cysts,1
817,Local Adaptation; Long-Distance Migration; Genomic Basis; Coho Salmon; Evolutionary Implications; Factor Driving,1
818,Parotid Gland; Salivary Gland; Malignant Tumor; Acinar Cell; Cell Carcinoma; Skull Metastasis,1
819,Environmental Kuznets; Panel Quantile; Financial Development; Human Capital; Quantile Regression; High-Emissions Countries,0
820,Thickness Gradient; 2-Aminoethyl Methacrylate; Ether Methacrylate; Cells Migrated; Diblock Copolymer; Copolymer Brushes,1
821,Grazing Land; Brics Countries; Fourier Function; Ecological Footprint; Fishing Ground,0
822,Achyranthes Bidentate; Achyranthes Bidentata; Arachidonic Acid; Synovial Tissue; Optimal Compatibility,1
823,Economic Dispatch; Frequency Restoration; Restoration Control; Secondary Control; Event-Triggered Secondary; Distributed Event-Triggered,0
824,Loading Factor; Exchange Rate; Odor-Active Compounds; Relative Humidity; Environmental Conditions; Total Concentration,1
825,Hammour Fish; Positive Control; Fish Diet; Hummer Fish; Histopathological Changes; Hyperglycemic Rats,1
826,Water Quality; Health Risk; Groundwater Samples; Non-Carcinogenic Health; Samples Represent; Present Study,1
827,Pharmacist Interventions; Well Positioned; Clinical Significance; Acceptance Rate; Clinical Pharmacists; Adult Patients,1
828,Increasing Storage; Storage Value; Capital Costs; Peak Demand; Energy Storage; Future Grids,0
829,Life Expectancy; Disease Burden; Sociodemographic Factors; Global Burden; Shorter Life; Mortality Rate,1
830,Nickel Phosphate; Cycling Stability; Hybrid Supercapacitors; Phosphate Lamination; High Cycling; Electrode Material,1
831,Energy Consumption; Renewable Energy; Trade Openness; Capita Energy; Capita Renewable; Empirical Findings,0
832,Climate Change; Public Health; Extreme Warming,0
833,Heterogeneous Dependence; Volatility Dependence; Agricultural Volatility,0
834,Industrial Structure; Economic Growth; Structure Upgrading; Carbon Emissions; Emission Reduction; Carbon Emission,0
835,Padina Minor; Soybean Plants; Seaweed Extract,1
836,Voltage Waveforms; Artificial Neural; Neural Network; Defect Detection; Interface Defect; Triboelectric Nanogenerators,1
837,Sustainable Energy; Transition Readiness; Energy Transition; Energy Transitions; Sustainable Development; Analysis Framework,0
838,Pa/Kg Diet; Diets Contained; Contained Blends; Genes Mrna; Contained Additives; Propionic Acid,1
839,Atypical Meningioma,1
840,Construction Industry; Carbon Emissions; Carbon Peaks; Contribution Rate; Carbon Peak; Low-Carbon Energy-Saving,0
841,Tams-Derived Exosomes; Endometrial Cancer; Transferring Exosomes; Data Demonstrated; Irak1/Nf-_b Signaling; Tams Could,1
