uuid,Keywords,label
329,network; public; faster; residential; health; location; littered; surveillance; eco; scale; worldwide; timely; urgent; cyber; biomedical; capabilities; collectors; geospatial; pandemic; collection; issue waste collectors; urgent safety communities; collection hazardous; location aware hazardous; urban eco; contaminated litter; litter management; detection collection hazardous; hazardous waste; environments biomedical waste; hazardous waste littered; scale littering contaminated; emergency governance; governance urban; waste management; contaminated litter health; littering contaminated litter; safety issue waste; management waste; manual management waste,1
330,rats; treated; study; tnf; potential; treatment; products; effects; evaluated; subjected; therapeutic; explore; interleukin; corpuscles; antioxidant; superoxide; bilirubin; alanine; medicinal; alkaline; aminotransferase alt; tq hematological biochemical; alanine aminotransferase alt; hematocrit hct glutathione; cur thymoquinone tq; hematological biochemical alterations; taa mice treated; thymoquinone male; protective observed mice; potential protective curcumin; hematological biochemical; investigations curcumin; male rats exposed; subjected tq mice; observed mice treated; biochemical alterations evaluated; observed mice; cur thymoquinone; taa experimental mice; thioacetamide living organisms,1
331,investigates; residential; cm; evidence; decreasing; spatiotemporal; demonstrates; natural; analyze; behavior; facilities; study; investigations; trend; characteristics; provinces; detection; measures; reduction; data; evidence demonstrates chinese; analyze impact; spatial temporal characteristics; human activities; impact covid; spatiotemporal patterns; impact people; impact human; investigates spatial temporal; 19 impact; crucial impact people; resources analyze impact; hand air quality; china nighttime; air quality mainland; activities natural; lives activities natural; analyze impact covid; spatiotemporal patterns covid; nighttime light ntl,0
332,inverse; mitigate; malaysia; fmols; mexico; directions; utilized; factor; peru; methods; evidence; agreement; adoption; estimators; crucial; variables; consumption; signatories; partnership; interregional; emissions vary countries; mitigating co2; emissions cptpp; cptpp countries; energy mitigating; nuclear energy; alternative nuclear; mitigating carbon; nuclear energy trade; adoption renewable; energy alternative; nuclear energy mitigate; consumption alternative nuclear; renewable energy; renewable energy consumption; co2 emissions vary; co2 emissions trade; energy consumption alternative; nuclear energy mitigating; including consumption renewable,0
333,based; load; achieve; constraints; developed; subproblems; allocate; complex; method; scheduling; dynamic; peak; reduce; firstly; programming; generation; solution; multiple; loads; simultaneously; systems hybrid method; generation cascade; network load power; power grids finally; hydroplant linear programming; hybrid method achieve; stage hybrid optimization; multiple interconnected power; hydroplant linear; hybrid optimization; loads interconnected power; load power generation; power grids; hybrid optimization method; chosen allocate hydropower; optimized hydroplant; hydropower; generation multiple power; optimized hydroplant linear; power grids based,0
334,integrating; quintessential; assembled; detail; lies; ensemble; critically; traditional; multiple; plethora; assembly; parameters; diversity; depth; advanced; combining; developing; experiments; functional; dynamic; investigate supramolecular; systems advanced; illustrate advanced analytical; developing functional chemical; probed complex experiments; multiple analytical; biological systems; dynamic systems advanced; supramolecular complexity generated; analytical techniques resolve; analytical techniques suggests; chemistry advanced; analytical techniques investigate; techniques investigate supramolecular; advanced analytical; depth biological systems; analytical methods common; supramolecular complexity; analytical methods; investigate supramolecular systems,1
335,commercial; proposed; substantial; temperature; power; increased; moisture; performed; szx; cycles; processes; cza; xrf; samples; pelletized; remained; mmol; materials; literature; potential; adsorption process zeolites; degree crystallinity co2; pulverized coal; fly ashes; pulverized coal power; pelletized synthetic zeolites; zeolite adsorbents; combustion gases moisture; co2 adsorption; carbon combustion gases; compound combustion; synthesized zeolites; gases pulverized coal; adsorption capacity zeolites; combustion gases; fly ashes increase; commercial synthesized zeolites; 4a zeolite adsorbents; synthesized coal; compound combustion gases,0
336,increasingly; potential; co2; shorter; balanced; regulatory; global; accumulative; compared; air; space; indicating; nationwide; contributes; maximize; accommodating; standards; constraints; reduced; china; conditioner minimum energy; conditioners contributes; benefits china; cooling co2 emissions; conditioners economic; space cooling co2; air conditioner minimum; global space cooling; conditioners china; benefits chinese meps; benefits proposed air; economic energy emissions; conditioner electricity; energy emissions benefits; energy efficiency; benefits chinese; costs benefits china; air conditioner; air conditioner manufacturer; conditioner electricity consumption,0
337,structures; country; tendencies; host; firms; analysis; responses; foreign; countries; invest; chose; bri; paper; control; deals; belt; strong; evaluated; sector; direct; country energy structures; host country energy; evaluated chinese ofdi; greening tendencies; light chinese; initiative evidence; energy projects result; clean energy; endogeneity belt road; completed energy sector; ofdi energy; greening tendencies links; country energy; invest clean energy; policy greening; evidence chinese; ofdi greening tendencies; greening; light chinese ofdi; strong policy greening,0
338,transitioning; pollution; global; testifies; transition; examines; loop; low; engine; highlights; profit; uk; innovative; impact; innovation; emissions; transportation; ethical; recycling; aspects; economy semi structured; emissions ensuring sustainable; tackling emissions; sustainable consumption production; economy semi; environment tackling emissions; economy global; social economic environmental; low carbon circular; economic environmental goals; vehicles net; coherent low carbon; synergies social economic; circular low carbon; economic environmental; economy insights; vehicles evs; circular economy chains; concludes low carbon; net economy road,0
339,contributing; based; multiple; growth; regarded; association; result; economic; investigate; contributes; sectoral; corrective; measures; industrial; preventive; relational; emitting; method; domestic; decades; relation analysis; carbon dioxide; gra approach; emissions sustainable; approach global warming; based co2; gra approach global; factor contributing co2; emissions pakistan grey; relation analysis gra; co2 emitting sectors; issue decades carbon; sectoral based co2; decades carbon; dioxide co2; grey relation analysis; emissions sustainable development; energy consumption co2; consumption co2; co2 emitting,0
340,enzyme; growing; urbanization; ultrasonication; sources; anoxygenic; fermentation; reducing; yields; utilization; reclamation; oxygen; heterotrophic; inflation; transformation; carbohydrate; light; emission; nitrogenase; acidogenic; waste energy techniques; viability biohydrogen; environmental concern methods; hydrogen production; energy energy demand; energy exhaustive eco; enhanced hydrogen yields; biological methods hydrogen; clean energy source; biohydrogen production; economical renewable green; waste management energy; alternative economical renewable; sources energy; improving hydrogen; energy source energy; viability biohydrogen production; improving hydrogen yield; analysis hydrogen production; energy nexus,0
341,technologies; myriad; disease; period; complexity; taxation; coercive; eradicate; combined; southern; domestic; responses; urban; dogs; canine; immunity; examines; newspapers; regulations; political; rabies histories; 1950 1960s; southern rhodesia; undermining rabies vaccination; economy mass vaccination; campaigns african dog; canine rabies; african dog owners; 1960s; immunity rabies; african urban studies; dogs 1950 1960s; political economy rabies; colonial african; disease southern africa; africa period; rabies vaccination; immunity rabies southern; economy rabies; 1960s utilizes veterinary,1
342,equipment; waste; positive; investment; role; investigation; distributed; green; tools; manufacturing; intention; revealed; humankind; corroborates; emission; reported; development; ict; emergence; imperative; pakistan; quality pakistan ict; technological affluence; causality ict emission; manufactured pakistan; nation pakistan investigation; technology development; pakistan produce; pakistan globe faced; signifying imperative; globe faced technological; change communication; pakistan study; faced technological affluence; pakistan ict apparatus; pakistan investigation; nexus climate change; change pakistan study; development pakistan; communication technology,0
343,pcr; val; synapses; elderly; mental; ssri; saudi; mmse; cognition; function; examination; clinical; cognitive; brain; cdr; synthesis; frequencies; protein; prism; differentiation; bdnf synthesis impact; gene cognitive performance; frequencies association cognitive; allele frequencies association; g196a cognitive function; protein neurotrophin family; rs6265 g196a cognitive; disease patients brain; alzheimer disease; impact bdnf function; neutrophic factor bdnf; ssri arab alzheimer; polymorphism rs6265; investigated bdnf gene; mmse clinical dementia; polymorphism rs6265 g196a; bdnf val66met; factor bdnf protein; synapses bdnf gene; bdnf gene,1
344,spillover; n2o; capita; development; investment; neighboring; co2; effects; region; degradation; linkages; responsible; ch4; corroborate; dependency; consequences; laws; investigated; greenhouse; statistically; growth oil; dependence oil; n2o emissions energy; effects n2o emissions; oil production; n2o emissions financial; analysis gulf cooperation; gas ghg emissions; rents n2o emissions; ghg emissions spatial; rents emissions shaped; investigated emissions; dependence oil production; cooperation council countries; types investigated emissions; oil rents n2o; countries dependence oil; economic growth oil; oil rents energy; investigated emissions foreign,0
345,developed; test; renal; plasma; symptoms; osmolality; aqp2; identified; maternal; distinguishing; variations; sequencing; hemizygous; diet; urine; patient; intermediate; diseases; patients; diagnosed; granduncle polydipsia intermediate; nephrogenic; heterozygous variant; caused variations arginine; resistance arginine; intermediate urine osmolality; missense variant avpr2; partial ndi genetic; receptor avpr2; polydipsia intermediate urine; diabetes; gene variant linked; variations arginine; variant linked nephrogenic; vasopressin avp 19; vasopressin; partial resistance arginine; partial nephrogenic; receptor avpr2 patients; insipidus arginine,1
346,costs; optimized; ton; process; renewables; external; heat; utility; cement; power; commercial; economic; electrical; techno; electricity; wobbe; fossil; ch4; powered; production; gas renewable hydrogen; process synthetic; gas ton; arguments decarbonizing gas; sources methane power; specification gas; methane power gas; sources methane; co2 cost synthetic; produced compared natural; production synthetic; fossil carbon sources; captured co2 synthetic; co2 synthetic; decarbonizing gas; dioxide; natural gas market; industrial carbon; carbon sources methane; gas produced,0
347,barriers; life; hrqol; medline; capacity; restrictions; function; databases; objective; program; library; modality; intervention; hbpr; systematic; improvement; pubmed; programs; improving; publication; impact disease dm; barriers rehabilitation; health quality life; rehabilitation hbpr; capacity health; dyspnea; reduction levels dyspnea; levels dyspnea; dyspnea increase; capacity health quality; health library cochrane; dyspnea secondary outcomes; symptoms level dyspnea; rehabilitation programs therapies; obstructive pulmonary; disease copd patients; hrqol impact disease; life impact disease; exercise capacity health; dyspnea exercise capacity,1
348,elsevier; emissions; renewability; potential; economic; integrated; increased; considers; energetic; multi; schemes; criteria; integration; objective; ability; reduces; conditions; energy; cooling; capacity; algorithm multi; flexibility; increase flexibility; cooling heating power; choose optimal hybrid; optimization potential; optimization potential adjustable; optimization selection; hybrid combined; optimization; objective optimization; power systems; power systems operational; optimize hybrid; objective optimization selection; combined cooling; selection hybrid; larger operational flexibility; optimal hybrid; selection hybrid combined,0
349,regard; considers; lcoe; increase; term; techno; disposal; life; technology; levelized; annualized; renewable; enablers; replacement; sources; choices; maintenance; technical; power; insight; renewable energy sources; recycling costs based; technologies operation maintenance; energy sources; energy production regard; metrics annualized life; storage lccos; power systems; cycle cost; systems annualized life; storage es technologies; energy production; economic assessment es; lifetime system; economic assessment; lcoe metrics; techno economic assessment; affect storage cost; storage cost; assessment es systems,0
350,virus; broth; cereus; test; harbors; fauna; cavity; species; isolation; tests; nutrient; ecosystem; diverse; characterization; incubated; specie; samples; klebsiella; fungi; cariogenic; 14 isolated bacterial; bacterial fauna; bacterial strain diversity; produce bacteriocin enterobacter; explore compare bacterial; isolation identification biochemical; bacterial strain; microorganisms; coli klebsiella pneumoniae; bacteriocin production oral; compare bacterial fauna; bacteria isolated; multiple infections oral; isolation identification oral; compare bacterial; bacterial; virus bacteria microorganisms; characterize bacteriocin; strains bacteria isolated; diversity microorganisms,1
351,european; quality; study; slow; national; human; reduced; epicenters; global; italy; nasa; identified; esa; released; implemented; natural; transmission; sort; usa; impact; transmission covid 19; global pandemic countries; positive natural environment; environmental data; discusses impact environmental; environment data released; infection mitigate; pandemic; study compiled environmental; environmental; blessing disguise; coronavirus pandemic discusses; 2019 infectious; infectious disease; pandemic discusses impact; space agency pollution; infectious disease human; environmental data released; esa coronavirus pandemic; coronavirus pandemic,0
352,forms; measure; statistical; directed; functions; interactions; overlap; uniquely; controlling; sustained; findings; overlapping; capacity; effects; moderate; children; factor; scores; measures; contrast; extent ratings children; memory distinct; attention memory closely; contribution sustained; children inattentive behavior; attention memory explained; inattentive behavior effects; measure inattentive behavior; magnitude contrast memory; contributions sustained; overlapping statistical contributions; contrast memory capacity; overlapping contributions; statistical contributions sustained; behavior sustained; sustained attention capacity; variance inattentive behavior; memory capacity parent; teacher ratings; ratings children inattentive,1
353,serum; conclusions; hospital; variants; control; polymorphisms; increased; severe; mortality; level; receptor; healthy; predisposition; prevalent; lower; vdr; risk; patients; minor; controls; vitamin foki; clinical significancelower levels; increased risk sepsis; populations vitamin; role vitamin; study background vitamin; prevalence vdr; variants susceptibility; vitamin highly; increased sepsis incidence; vdr polymorphisms susceptibility; deficiency increased sepsis; predisposed susceptibility sepsis; vitamin exerts vitamin; mortality populations vitamin; lower vitamin; reduced serum vitamin; investigated role vitamin; plasma vitamin levels; vitamin receptor,1
354,outcome; oral; studies; data; hvpg; favorable; regression; circulating; consequent; severe; caspase; crucial; liver; clinical; histology; injury; patients; inhibitor; benefit; impact; cirrhosis consequences inhibition; inflammation fibrosis; emricasan chronic; function liver; consequences inhibition hepatocyte; liver fibrogenesis; diseases emricasan; liver disease; outcome liver; hepatic inflammation fibrosis; irrespective severity liver; liver function liver; severity liver; portal hypertension liver; ultimate outcome liver; liver diseases; liver cirrhosis; worsening hepatic; function liver histology; worsening hepatic inflammation,1
355,proposed; diesel; reported; routes; co2; pathway; carbon; renewable; consumption; distribution; transport; methanol; stations; comparative; liquefaction; economic; green; aspects; power; perspective; integrated green hydrogen; delivery hydrogen; study northwest solar; integrated hydrogen; onsite hydrogen; solar energy electricity; site options hydrogen; gasification hydrogen; green hydrogen alternative; methanol production hydrogen; regional delivery hydrogen; hydrogen production coupled; hydrogen supply route; powered hydrogen; perspective green hydrogen; study solar; hydrogen refueling station; china green hydrogen; production hydrogen; hydrogen supply pathways,0
356,partially; connected; configurations; increasing; consists; replaces; recompression; temperatures; bottoming; schemes; heat; partial; waste; system; gas; conventional; compressor; cooling; components; thermal; co2 power; rankine cycle dual; turbine combined; cycle co2; tower solar power; partial cooling cycle; 308 co2 cycles; combined cycles including; cycle dual pressure; tower gas turbine; cycle bottoming cycles; components cycle efficiency; combined cycles; co2 cycles increasing; recompression cycle co2; cycle dual; cycle co2 partial; combined cycle; co2 cycles design; energy gas turbine,0
357,sm; modelled; development; western; concentrated; technology; financial; system; performance; multiple; policies; locations; observed; original; technologies; conditions; south; pt; project; csp; concentrated solar; power plants sm; power plants; power plant simulated; economic assessment; technologies solar tower; study concludes bankability; technology ghana depends; check updates original; paper locations ghana; check updates; ghana techno economic; technologies solar; csp technologies solar; ghanaian; ghanaian weather; ghanaian weather conditions; optimum solar; conditions study; observed optimum solar,0
358,positive; suboptimal; sexually; offered; practice; potential; incident; approach; providers; indication; hiv; test; institutional; priority; hospital; chlamydia; prep; outreach; health; primary; intervention prep uptake; syphilis treatment contemporaneous; syphilis; primary care intervention; syphilis current; prophylaxis; syphilis treatment equivalent; increase prep uptake; period positive syphilis; positive syphilis; priority populations syphilis; receipt syphilis; populations syphilis; syphilis infection; infectious syphilis; infectious syphilis current; populations syphilis infection; syphilis infection indication; receipt syphilis treatment; syphilis rate,1
359,countries; european; valuable; brings; engagement; dimensions; expanding; final; function; cost; provide; rights; prices; investments; strategic; direct; increase; positive; innovations; based; panel data; share renewable; impact financial; consumption panel; dimensions financial development; energy prices; model renewable; positive share renewable; increase renewable; capital renewable; sector renewable; income energy; function income energy; deploy capital renewable; consumption panel data; energy prices financial; energy consumption additionally; share renewable energy; panel data approach; capital renewable sector,0
360,integrated; including; hazardous; operating; return; saponification; maximise; fractions; extraction; economic; improve; polar; industry; calculated; evaluate; organic; assessment; products; solvent; sustainable; glycerol 86; lipids glycerol; polar lipids glycerol; integrated products glycerol; glycerol 86 polar; 85 glycerol; carotenoids polar lipids; 85 glycerol 86; separate carotenoids glycerides; dunaliella; carotenoids 85; carotenoids glycerides; carotenoids glycerides saponification; carotenoids glycerol; fractions carotenoids glycerol; salina sustainable; glycerol polar lipids; dunaliella salina; recoveries carotenoids; carotenoids glycerol polar,0
361,test; articles; meta; pet; pfs; excellent; hr; multiple; treatment; cochrane; patients; considered; systematic; emission; plasma; significance; clinical; 18f; tumor; statistics; restaging evaluate prognosis; 18f fluorodeoxyglucose; pet ct diagnosis; fluorodeoxyglucose positron; prognosis multiple; evaluate prognostic pre; diagnosis restaging evaluate; myeloma mm meta; untreated multiple myeloma; tomography computed; multiple myeloma clonal; prognostic 18f; valuable data diagnosis; evaluate prognosis; myeloma patients; aimed evaluate prognostic; fluorodeoxyglucose positron emission; tomography diagnosis untreated; computed tomography; multiple myeloma mm,1
362,based; goals; mitigation; identified; global; projects; achieve; turkish; decision; analysis; economic; assessment; turkey; economies; prioritization; challenging; climate; study; technologies; developing; major risk factor; sustainable development; 23 risk factors; examine risk; inherent risks assessment; risk factors ahp; renewable energy production; developing renewable; assess examine risk; risk factors; sustainable development turkey; energy investments; major risk factors; systems renewable energy; energy systems renewable; energy investment; flows renewable energy; renewable energy technologies; energy production sustainable; identified risk factors,0
363,rights; utilize; variables; increasing; estimator; causal; carbon; links; increases; belt; co2; heterogeneity; check; investigate; increase; population; regression; emission; estimating; road; natural resource; road initiative countries; energy increase; energy increase natural; country analysis employ; energy economic; increase natural resource; energy co2; resource depletion sample; increasing natural resource; impact natural; resource depletion increases; resource depletion; resource depletion urbanization; depletion energy carbon; dioxide emissions panel; country analysis; emissions energy; energy economic growth; emissions energy 0286,0
364,ecmo; rapid; cerebral; paracorporeal; resistance; oxygenation; ventricle; fitted; mortality; embolisms; risk; life; pumpless; assist; arterial; disease; capillary; extremely; lungs; oxygenator; pandemic sars; lung transplant rapid; veno arterial extracorporeal; waiting list lung; solution technique pulmonary; waiting donor; lungs pandemic; 26 days transplant; pulmonary capillary hemangiomatosis; pulmonary capillary; pulmonary; bridging patient transplant; hypertension stage lung; transplant report pulmonary; 194 days extracorporeal; patient transplant; pulmonary hypertension; patient transplant time; technique pulmonary artery; lungs pandemic sars,1
365,convolutional; features; semantic; separately; functions; term; inputs; methods; study; layers; data; delineation; nanoscale; processing; instrumentation; coefficient; discoveries; algorithms; hyperparameters; atomic; inputs separately segmentation; microscopy; segmentation; cellular features submicron; nets segmentation; semantic cell; segmentation key rapid; cellular features; reveal cell features; separately segmentation; automated cell; segmentation precision; investigation cell; study semantic cell; segmentation systems; micro scale; cell segmentation transfer; scale cell; improve cell segmentation; microscopy segmentation accuracy,1
366,reveal; fossil; based; signal; political; role; water; constructs; time; increased; co2; examine; democratic; positive; capacity; developing; forest; data; countries; oil; consumption evidence; 2017 environmental; institutional quality; forest institutional quality; emissions forest institutional; consumption evidence developing; emissions ch4 emissions; constructs institutional quality; increased environmental; energy consumption paper; reveal institutional quality; co2 emissions; environmental; water pollutants energy; energy consumption based; role institutional quality; pollutants energy; energy consumption; globalization increased environmental; positive impact energy,0
367,performed; literature; pre; appears; pc; doppler; reported; exploration; revealed; exceedingly; paradidymis; male; twisted; examination; condition; operative; investigations; paradidymal; acute; uncommon; cyst twisted pedicle; boy torsion; appendage organ; 12 boy torsion; cystic paradidymis giraldes; paradidymis giraldes organ; revealed cystic paradidymis; giraldes acute; examination revealed cystic; performed cyst excision; cystic paradidymis exceedingly; cyst uncommon torsion; torsion cystic paradidymis; acute scrotum; scrotum testicular; torsion cystic; acute scrotum 12; testicular epididymal; epididymal cyst; appendage organ giraldes,1
368,determining; deficiency; macular; histogram; segmentation; training; mellitus; resnet50; processed; caused; optic; equalization; testing; augmentation; microaneurysms; hemorrhages; generating; determine; disease; patterns; automated detection; retinopathy image; diabetes mellitus caused; patient diabetes mellitus; diabetes mellitus; retinopathy chances; retinopathy image dataset; convolutional neural; severity diabetic; retinopathy eye deficiency; retinopathy determine risk; custom convolutional neural; retinopathy eye; network diabetic; detect severity diabetic; retinopathy custom; retinopathy; convolutional neural network; severity retinopathy chances; retinopathy determine,1
369,rights; study; attention; enhance; depicts; distributed; approach; comprehensive; reduce; outcome; variables; role; association; policymakers; curve; utilizes; explanations; achieve; factors; dependence; globalization achieve; factors environmental; social globalization; ecological footprint malaysian; recommended globalization; globalization achieve goals; social globalization reduce; economic globalization; association factors environmental; globalization including social; sustainable environment study; quantiles globalization; kuznets curve malaysia; patterns quantiles globalization; presence environmental kuznets; recommended globalization economic; globalization including; globalization political globalization; goals sustainable environment; factors environmental degradation,0
370,article; sample; oecd; level; volume; expenses; organization; consumed; applicable; co2; explores; amount; determining; atmosphere; urbanization; verified; quality; factor; influenced; emissions; development evaluation; development consumption; quality energy article; hdi environment co2; article explores impact; influence human development; co2 emissions atmosphere; evaluation influence; socio economic development; population human development; explores impact; economic development; consumption human development; assessment human development; co2 emissions; total energy consumption; energy consumption human; development evaluation influence; development consumption quality; volume energy consumption,0
371,transition; subsequent; materials; relies; study; terms; biomass; reported; structural; development; updates; union; solutions; labour; describes; generated; output; evidences; business; green; employment reported eurostat; european union; growth employment; national bioeconomies pronounced; economic; series 2018 bioeconomy; national bioeconomies finally; sectors eu development; european union eu; bioeconomy eu post; bioeconomies pronounced; bioeconomies finally; 2018 bioeconomy; jobs growth; contribution bioeconomy; 2018 bioeconomy eu; national bioeconomies; bioeconomy eu; eu national bioeconomies; bioeconomy,0
372,period; dominant; oil; contributor; deterioration; sector; urban; products; largest; proposed; economic; energy; influence; urbanization; policy; growth; empirical; incorporating; road; driving; mitigates transport; india largest transport; factors transport; incorporating road transport; emissions causality economic; transport sector consumes; investigation; emissions sustainable environment; drivers mitigation empirical; emissions sustainable; emissions india incorporating; emissions india; emissions causality; india transport; empirical investigation; road transportation india; reduce transport emissions; emissions drivers mitigation; india transport sector; energy transport emissions,0
373,low; reduction; exported; gas; investigated; country; ore; storage; biomass; concept; power; potential; process; mitigation; recycling; decarbonized; emissions; investigate; techno; abatement; steel industry swedish; pathways investigate potential; biomass pathway; power sector; pathways low; pathways investigate; study; lead decarbonization steel; swedish study; pathways; steelmaking sweden; electrification primary steel; industry swedish study; decarbonization steel; steel production terms; steel; free steel production; emissions current steel; primary steel production; current steel process,0
374,schjelderup; inspired; relationships; subordinate; multiple; effective; highlight; coercing; numerous; disentangling; study; outcomes; actions; periods; phenomenon; stability; responses; deviations; attention; shifts; strength thorlief; incentives refusals; study dominance; power incentives; paper pecking chickens; strength aggression; shifts understanding power; power aggression; debate phenomenon dominance; differential focus strength; highlight lack power; dominance hierarchies; power fitness advantages; phenomenon dominance; instruments power incentives; pecking chickens inspired; prospects study dominance; pecking chickens; study dominance hierarchies; strength rank power,1
375,public; domain; aiming; vigorously; policy; building; firstly; approaches; targeting; modifying; potential; achieve; meaningful; action; risk; outcomes; web; apply; argue; ad; neuropathology apply; resilience neuropathology apply; disease modifying; lifestyle interventions; promote resilience neuropathology; meaningful treatments separate; simple building clinically; simple tests; resilience neuropathology; disease modifying approaches; disease; lifestyle interventions promote; firstly tests treatments; tested targeting neuropathology; potential disease modifying; meaningful treatments; clinically meaningful treatments; dementia vigorously tested; tests treatment; disease ad,1
376,scalability; driven; integrated; plans; study; consumption; environmental; involves; challenges; economic; predict; implementing; integration; scales; generalized; develop; gis; based; modeling; resources; sustainable energy; environmental data energy; generalized data driven; system based modeling; driven approach; spatial modeling approaches; data driven methodology; decision modeling; building energy; building data; energy planning; data energy; support decision modeling; mapping building energy; implementing energy efficiency; buildings energy; building energy performance; implementation sustainable energy; multi scale gis; gis based building,0
377,data; relationship; crime; slight; depth; addition; acquisitions; serrated; brand; shape; width; type; bones; compared; edge; conditions; maceration; examination; frequently; traumas; serrated knives create; frequently encountered stabbing; variability specificity bone; knives mark; cutting mark; specific knife brand; involving stabbing knives; cutting marks shape; knife blade cutting; experimental cutting marks; knives variation; stabbing knives; specific knife type; properties blades marks; blades marks depends; manual stabbing addition; marks knives; cutting marks; specificity knife; blade cutting mark,1
378,strain; outcomes; pubmed; inclusion; techniques; regimens; informal; review; sample; study; studies; avium; articles; cystic; literature; specimen; therapeutic; patients; findings; analyzed; pulmonary nontuberculous; specimen culture antibiotic; mycobacterium; regimens infection infants; infection infants; infection systematic literature; antibiotic; study relevant infection; strain mycobacterium; ntm pulmonary infection; infection infants systematic; infections caused nontuberculous; established nontuberculous mycobacterial; infections; pulmonary infections caused; mycobacterium abscessus; common strain mycobacterium; pulmonary infection; caused nontuberculous mycobacterial; mycobacterial,1
379,population; residential; increase; outcomes; decrease; age; mothers; educated; ten; air; deviation; instrument; exploit; italy; causal; impact; certificates; evidence; adverse; rainfall; mortality evidence effects; health air; respiratory effects cardiovascular; health impacts air; cardiovascular effects mortality; magnitude trimester exposure; pollution newborns unequally; prenatal air; neonatal health italy; trimester exposure; neonatal health; prenatal exposure limited; pollution; air pollution monitors; exposure neonatal; random air pollution; impact prenatal exposure; pollution adverse effects; pollution exposure empirical; pollution adverse,1
380,essential; models; human; benefit; bears; pre; versa; existence; assessed; animal; vice; therapeutic; trials; transmembrane; insights; humans; dogs; cmts; factors; mechanisms; mucin muc transmembrane; occurring tumor; similarities dogs humans; occurring tumor model; comparison canine; gland tumor; cancer mechanisms canine; comparison canine human; assessed comparison canine; studies review; review study; mammary gland; cancer canine; aspects comparative oncology; comparative oncology; studies review assessed; mechanisms canine mammary; review assessed comparison; canine mammary; mucin human breast,1
381,equipment; manage; document; aid; emphasize; mask; program; noninvasive; primary; evidence; training; initial; forceps; management; distress; clinicians; pulse; patients; intubation; facilitate; pressure ventilation effective; tools airway management; respiratory distress; pediatric endotracheal intubation; distress airway emergencies; program pediatric; pediatric respiratory failure; pediatric; respiratory airway; position statement resource; pediatric eti including; ems medical; intubation ems medical; respiratory airway emergencies; management apneic oxygenation; ems clinicians pediatric; airway management interventions; naemsp position; management apneic; distress airway management,1
382,reported; structural; led; 2q13; appearance; detail; ventral; isolated; notation; describing; depiction; 7q11; features; mid; aspect; rounded; foot; hoxd10; bottom; rocker; trisomies 18 13; reported fetal; rocker bottom feet; structural fetal features; led diagnosis; congenital; diagnosis 7q11; led diagnosis 7q11; trisomies 18; prenatal sonographic depiction; sonographic finding; fetal trisomies; prenatal sonographic; trimester isolated; sonographic depiction congenital; depiction congenital; microarray prenatal sonographic; abnormal structural fetal; mid trimester sonographic; fetal trisomies 18,1
383,scale; methods; power; fuels; assess; preliminary; pathways; process; estimated; life; pathway; cryogenic; profitability; period; ton; production; publications; ambient; purity; metric; economic analysis life; impact product ammonia; membrane green ammonia; ammonia production facing; ammonia process; analysis life cycle; production proton conducting; synthesis electrolysis hydrogen; method ammonia; ammonia synthesis ambient; electrochemical; production proton; green ammonia profitability; ton ammonia; ammonia production; tonnage cost ammonia; ammonia synthesis; product ammonia process; techno economic analysis; synthesis electrolysis,0
384,deficiencies; content; rights; ratio; energy; criteria; tests; mechanical; generated; valuable; statistical; characteristics; pavements; conservation; amounts; examined; performances; materials; reclaimed; equal; manufacture asphalt mixture; analysis environmental impact; asphalt pavements low; performance environmental impacts; proposed asphalt; materials manufacture asphalt; manufacture asphalt; mixture proposed asphalt; resistance asphalt; asphalt pavements reduces; asphalt concretes enhances; rutting resistance asphalt; concrete reclaimed; 100 reclaimed asphalt; asphalt pavements comparison; asphalt mixtures analyze; asphalt pavements; examined asphalt; rejuvenated reclaimed asphalt; reclaimed asphalt,0
385,training; investigated; issues; matching; icts; nationwide; increased; studies; study; contribute; analysis; instrumental; economies; reduction; mediation; promoting; reduced; rural; findings; reduce; regression internet reduced; examine effects internet; impacts internet; rural promoting internet; effects internet promotion; fertilizer based; endogeneity issues internet; fertilizer mechanism; fertilizer developing; policy reduce farmers; fertilizer finally propensity; rural households china; fertilizer developing economies; internet reduce; internet chemical; impacts internet investigated; contribute reduction chemical; fertilizer based nationwide; farmers chemical; fertilizer evidence,0
386,list; remnant; efma; region; local; urbanised; pedra; families; broad; natural; species; biological; remnants; sites; units; based; data; city; noctilionidae; de; conservation units pedra; forest continent isolated; prainha natural park; bat fauna remnant; atlantic forest remnants; rio de; atlantic forest; atlantic forest biological; brazil pedra branca; flora; forest located highly; flora fauna; pedra branca forest; largest urban forest; list bat fauna; portion rio; urban forest continent; branca park prainha; forest continent; janeiro brazil,1
387,factor; hazard; options; safety; delivery; diverse; propose; function; potential; capsid; healthcare; concerns; identified; impairment; protein; covid; immunity; caused; adenoviruses; actions; virus capsid unprotected; activation increased thrombogenicity; events caused impairment; thrombogenicity formation; covid 19 immunity; experimentally potential remedial; events covid 19; test mechanism experimentally; vaccines positioned deliver; coagulation factor proteins; delivery rare thromboembolic; thromboembolic events; vaccines adenovirus vector; thrombotic events; mechanism experimentally; function propose thromboembolic; vaccines adenovirus; thromboembolic complications coupled; concerns safety vaccines; binding virus capsid,1
