uuid,Keywords,label
0,subclinical; habits; intensity; measured; smokers; smoking; cigarette; cardiovascular; concentrations; population; troponin; troponins; study; consumption; tobacco,1
410,cycle; thermodynamically; design; performance; superheater; energy; improvement; utilization; supercritical; evaluated; electricity; waste; evaluation; efficiency; incineration,0
411,illness; improvements; urban; differentiation; elderly; difference; comparison; characteristics; accessibility; suburb; factors; suburban; travel; hospitals; healthcare,0
412,naemsp; ventilation; management; aspiration; position; injuries; oxygenation; emergency; physiologic; agitation; medical; hospital; airway; prehospital; trauma,1
413,knowledge; ministry; effectiveness; businesses; administration; management; governments; public; organizations; digital; digitizing; transformation; sector; governmental; digitization,0
414,population; examines; comparative; renewable; causality; analyses; growth; economic; findings; energy; urbanisation; study; canada; australia; environmental,0
415,genomic; activation; cells; radar; mutation; tumor; brca1; cancer; triggers; hot; inflammation; tumors; inflammatory; cancers; breaks,1
416,population; economic; prefecture; china; city; consumption; cities; convergent; chinese; efficiency; density; analysis; energy; intensity; convergence,0
417,wave; prioritise; reconstructive; uk; clinically; initiatives; anaesthetic; units; survey; 19; adapt; surgery; adapting; paediatric; pandemic,1
418,diseases; perspectives; oil; alzheimer; neurological; illnesses; neurodegenerative; concern; environmental; petroleum; neurodevelopmental; neuropathies; impairments; hydrocarbon; hydrocarbons,1
419,compound; heart; components; functional; visceral; toxic; lymphatic; stimulation; heptyl; lymphangions; neurotoxic; unsymmetrical; vasoconstriction; hepatotoxic; dimethylhydrazine,1
420,emissions; influences; findings; panel; cointegration; evidence; linking; association; digital; econometric; techniques; globalization; technology; connectivity; communication,0
421,formylcytosine; diseases; methylation; hydroxymethylcytosine; methylcytosine; mutagenic; electronegativity; etiology; methylations; disorders; biochemical; neurodegenerative; genetics; epigenetic; epigenetics,1
422,functions; microenvironment; clinical; algorithms; prognosis; prognostic; regulators; efficacy; inhibitors; biofunctions; pyroptosis; genomic; adenocarcinoma; pancreatic; bioinformatic,1
423,economic; management; china; land; services; valuation; sustainable; evaluations; economy; classification; economies; ecosystem; grassland; ecosystems; grasslands,0
424,ems; naemsp; statement; position; programs; education; practice; pathophysiology; management; abstractairway; psychomotor; airway; educational; training; prehospital,1
425,countries; 184; energy; worldwide; growth; implications; regression; consumption; environment; conservation; degradation; economic; impact; environmental; impacts,0
426,econometrics; variables; curve; findings; dioxide; renewable; causality; emerging; outcomes; growth; energy; economic; environmental; kuznets; economies,0
427,scientometric; chinese; bibliometric; sciences; literature; citespace; ecosystems; studies; infrastructure; analyzed; urban; analysis; study; analyzes; urbanization,0
428,courts; services; commercial; exploitation; sexual; instances; judicial; profiles; scholarly; educational; specialty; specialized; systematic; adolescents; evaluation,1
429,low; environmental; optimizations; grid; storage; system; systems; utility; management; buildings; energy; optimization; photovoltaic; building; efficiency,0
430,prognosis; saudi; cancer; genotyped; fibrinolysis; biological; prophylaxis; complications; biomarkers; genotyping; chemotherapy; genetic; thrombosis; thromboembolism; polymorphisms,1
431,integration; climate; economic; emission; economically; analyze; analyzing; sources; compared; energy; regions; analyses; similarities; european; countries,0
432,infectious; immune; clinical; psychiatric; prevent; coronavirus; sleepiness; relapse; trigger; insomnia; neurologic; vaccination; vaccines; vaccine; hypersomnia,1
433,terrain; rural; settler; twentieth; spectacle; traces; archaeological; colonial; settlement; spectacles; commemorative; century; remnants; tercentenary; findings,1
434,analyzing; implications; association; environment; explore; fdi; cointegration; growth; economic; innovation; economy; environmental; openness; indian; india,0
435,influencing; development; investment; calculated; mechanisms; heterogeneity; calculating; moderating; econometric; china; analysis; chinese; industrial; productivity; industrialization,0
436,supply; houses; water; renewable; h3; combining; utilities; heat; neighbourhood; introducing; power; electric; hydrogen; energy; electricity,0
437,population; topic; paucity; parents; child; interviewed; interviews; talking; weight; discussed; discussing; pediatric; lifestyle; childhood; obesity,1
438,piscine; infection; veterinary; trade; specimens; international; industry; suppliers; biosecurity; trinidad; indies; tobago; fish; mycobacterium; mycobacteriosis,1
439,impact; vehicle; economic; oxide; efficiency; energy; evaluation; impacts; lithium; remanufacturing; environmental; electric; vehicles; batteries; battery,0
440,aspects; usa; improvement; decreasing; association; endangering; sustainable; reduction; covid; contamination; 19; environmental; environment; indirect; effects,0
441,duration; functional; rat; veins; venous; intensity; uterus; ligament; reaction; reactivity; arterial; helium; laser; arteries; irradiation,1
442,economies; road; sector; policies; countries; 2020; emission; co2; emissions; environmental; 2000; carbon; 2014; transport; transportation,0
443,sectional; cm; 18; birth; calculation; identification; factors; boys; percentiles; mexican; children; measurements; growth; charts; syndrome,1
444,industry; cycle; evolution; economically; develops; prototypes; economy; floaters; sustainable; floating; wind; turbines; farms; onshore; offshore,0
445,exposure; dust; mined; geochemistry; benefits; diseases; health; voyage; toxins; dangerous; contamination; miners; discovery; bad; mining,0
446,analysis; integrating; thermoelectric; module; combined; analyses; integrated; cycle; increases; optimization; kalina; efficiencies; efficiency; improved; improves,0
447,covid; protease; reveals; antiviral; potential; lopinavir; site; sars; study; drug; drugs; paritaprevir; 3c; glimpse; 3clpro,1
448,environmentally; governance; participatory; interviews; advocacy; discusses; discussing; environmental; strategy; protected; management; protection; identifies; identifying; stakeholders,1
449,drugs; ribavirin; monoterpenes; fluorescence; cytopathic; adenoviral; medication; viruses; effects; monoterpene; virus; pinene; antiviral; pine; adenovirus,1
450,contributions; household; role; biogas; dominant; empowerment; ownership; technology; factor; utilization; households; factors; province; pakistan; influence,0
451,underlies; measurements; mechanisms; sustain; proteinaceous; microscopy; correlates; emulsions; molecular; condensates; stabilization; biomolecular; stability; microemulsions; electrostatics,1
452,indicator; economic; productivity; validity; implications; policy; evaluation; outcomes; measuring; energy; indicators; impact; efficiency; impacts; environmental,0
453,rats; pilot; biochemical; monotherapy; nifedipine; adrenergic; study; therapy; effects; hypertrophy; hypertensive; monotherapies; cardioprotective; therapies; antihypertensive,1
454,consumption; coal; effectiveness; analysis; so2; analyzed; dioxide; no2; 19; china; observational; emissions; assessment; impact; variations,0
455,diagnostic; anticoagulant; calves; perirenal; vitamin; urinary; cavities; epistaxis; exposure; acute; mortality; calf; rodenticide; hemorrhage; chlorophacinone,1
456,consideration; prevention; ethical; addressing; scientific; aids; women; responses; contraception; reproductive; maternity; literature; priority; essential; pandemic,1
457,economy; renewable; achieving; implications; reducing; emissions; economic; influence; income; energy; impact; inequality; dioxide; pollution; environmental,0
458,systems; power; city; economic; planning; efficient; energy; hybridization; study; analysis; egypt; decision; urban; optimization; microgrid,0
459,algorithm; improved; superiority; risk; disasters; distribution; analysis; classification; clusters; clustering; flooding; reliability; floods; flash; flood,0
460,role; income; interaction; recommendations; cointegration; carbon; dependence; effects; moderates; emissions; moderating; dioxide; consumption; energy; environmental,0
461,diagnosis; expression; molecular; prediction; a2y; y4; 1mc1; ketoacidosis; homology; enzyme; characterization; evolution; heterologous; diaphorase; geobacillus,1
462,compositions; 2020; analyzing; terrestrial; response; tourists; samples; natural; mp; implications; plateau; effects; environment; microplastics; environmental,0
463,environmental; countries; food; determinant; questionnaires; behavioural; household; behaviour; comparison; findings; waste; consequences; factors; consumption; consumers,0
464,cointegration; growth; governments; implications; expenditures; economic; environment; emissions; causality; kuznets; economies; environmental; dioxide; globalization; impacts,0
465,empirically; strategies; beliefs; epistemic; normative; politics; attitudes; reality; coherence; realists; political; morality; empirical; realism; normativity,1
466,conceptually; economic; cells; technical; techno; renewable; technologies; energy; comparison; efficiency; electrolyzer; electrolysis; photovoltaic; hydrogen; photoelectrochemical,0
467,facilitates; developing; role; transmission; devices; 19; digital; outbreak; efficacy; twins; covid; coronavirus; infections; infection; twin,1
468,consumed; ecotoxicity; quantities; eutrophication; subgrades; grading; wastes; construction; materials; generated; aggregates; utilization; demolition; recycled; recycling,0
469,delimitation; subspecies; peculiarity; floras; krishnae; morphology; morphological; benghalensis; phylogenetic; reinstatement; differs; differences; moraceae; ficusbenghalensis; ficuskrishnae,1
470,cattles; throughput; china; copy; breeds; breeding; chinese; cattle; correlation; genomic; variation; growth; xia; gal3st1; gene,1
471,manage; demands; responsible; connections; efficiency; processes; linkages; impacts; analysis; supply; consumption; conserving; china; managing; adjusting,0
472,ear; detected; molecular; sequencing; sound; gene; hearing; microtia; genes; congenital; biomarkers; sensory; genetic; genotype; sensorineural,1
473,descriptions; identity; morphological; morphometric; micromorphological; aureopunctatuscomb; aureopunctatus; specimens; lamiaceae; richardiisubsp; richardii; taxonomic; humifususvar; thymusrichardiisubsp; thymushumifususvar,1
474,biological; sustainable; rankings; sustainability; impacts; sectors; criteria; gauge; european; europe; measure; eurostat; economic; indicator; bioeconomy,0
475,assessed; efficiency; conflicts; economies; photovoltaic; kriterijumska; experts; optimizacija; approaches; involves; kompromisno; comprehensively; assessment; cooperative; opinions,0
476,development; road; consumption; global; sustainable; analysis; carbon; reduction; regional; belt; countries; growth; inequality; regions; economic,0
477,sensitivity; chains; 2020; combine; approach; loop; supply; selection; applicability; efficiency; hybrid; supplier; suppliers; circular; sustainable,0
478,firm; economic; investigate; constraints; 19; experimental; sdg; sustainable; esg; assesses; effects; pandemic; sdgs; impact; firms,1
479,global; changing; change; statistical; ecosystems; attributable; anthropogenic; statistically; compiled; exposure; adaptation; adaptive; vulnerable; climate; vulnerability,0
480,analysis; coordination; evaluated; evaluation; assessment; environment; growth; economic; urban; cities; economy; environmental; city; urbanization; sustainability,0
481,thermostat; indoor; occupancy; efficiency; enforcement; improving; residential; implication; 19; energy; environmental; energyplus; climate; consumption; impact,1
482,disease; necrosis; severe; sustained; diagnosed; susceptibility; imperiled; epizootics; hemorrhagic; mortality; morbidity; outbreak; amphibians; virus; ranavirus,1
483,measuring; indicators; counties; jiangsu; yangtze; rainfall; economic; study; analysis; assessment; economy; ecological; evaluation; forest; forestry,0
484,women; pain; differences; limb; clinically; walking; months; injury; surgery; biomechanical; symptom; osteoarthritis; knee; symptoms; biomechanics,1
485,contribution; output; proportion; carbon; energy; province; industries; caused; calculation; factor; emissions; driving; efficiency; factors; jiangsu,0
486,potential; energy; urbanization; leachability; disposal; pakistan; renewable; municipal; infrastructure; utilization; study; biodegradable; contamination; environmental; waste,0
487,stipe; possesses; southern; cpdna; ferns; china; endangered; rhizome; species; guangdong; dipteridaceae; shenzhen; chinensis; shenzhenensis; dipterisshenzhenensis,1
488,regions; development; model; simulate; region; magnitude; eastern; simulated; data; modelling; climate; northwest; china; water; yield,0
489,neurospora; sulfate; crassa; aprotinin; products; substrates; purified; fermentation; enzyme; sepharose; anticoagulant; purification; plasminogen; phenylmethanesulfonyl; protease,1
490,complexity; multiple; proteasome; chemotherapy; fundamentals; changing; immunotherapy; regimens; relapse; relapsed; immunomodulatory; refractoriness; refractory; controversies; myeloma,1
491,correlations; factors; china; sustainable; emissions; effects; chinese; impact; analysis; energy; economic; impacts; environmental; ecology; econometric,0
492,energy; 2030; sectoral; sectors; decreasing; global; peak; emission; china; peaks; agricultural; industrial; carbon; economic; analysis,0
493,system; 2020; temperature; tube; collector; electric; efficiency; hp; techno; medium; solar; thermal; pcm; glass; thermodynamic,0
494,disruption; disorder; read; dynamic; interdependent; occurrence; dyslexia; writing; comprehension; handwriting; hyperactivity; reading; difficulties; interactive; literacy,1
495,prevention; health; patients; glucose; epidemic; metabolic; risk; comprehensive; adults; medications; obesity; antihyperglycemic; cardiovascular; diabetes; prediabetes,1
496,method; system; implementing; distributed; risks; process; analytic; sustainable; electricity; methodology; power; energy; wind; hierarchy; management,0
497,geological; parameters; energy; utilize; operation; extraction; optimal; heat; optimize; geothermal; exchangers; borehole; optimization; boreholes; utilization,0
498,accuracy; estimation; analyzed; comprehensive; monitoring; surface; synthetic; coefficient; coefficients; analyzing; anthropogenic; aperture; optical; radar; spectral,0
499,exploring; measure; impact; environment; cities; concentration; beijing; factors; pm2; economic; effects; impacts; tianjin; study; pollution,0
500,manipulable; processes; dynamic; relationships; interactions; decades; mobility; dynamics; instability; questions; hierarchies; solutions; hierarchy; challenges; dominance,1
501,cultivated; harvested; influenced; impact; regulation; harvest; biochemical; rootstock; peach; sugars; influence; rootstocks; effects; metabolomics; peaches,1
502,calculated; emissions; perspective; economic; correlation; impact; china; economy; socioeconomic; chinese; cities; effects; analyze; analysis; urban,0
503,northeastern; eastern; constraints; technology; efficient; western; environmentally; cultivated; shaanxi; china; land; frontier; productivity; efficiency; distance,0
504,analysis; 012920; families; heart; leu; diseases; samples; leucine; patients; cardiovascular; mutation; gene; genetic; mutations; mitochondrial,1
505,china; decades; combustion; carbon; xinjiang; bamboo; predicting; growth; climate; vegetation; environment; 2050; ecosystem; forests; forest,0
506,materials; shell; carmine; composite; nanocrystals; oxide; microscopy; egg; recycling; catalysts; antibacterial; photocatalytic; calcium; eggshell; nanoparticles,0
507,associations; significance; modalities; estimation; incorporation; outcome; computational; adaptive; modality; outcomes; coefficients; coefficient; connectivity; generalized; regularization,1
508,concentration; initial; mechanisms; ultrafiltration; procedure; operational; critical; levelmonitoring; wastewater; effectiveness; prefiltration; implementing; primary; epidemiology; pandemic,0
509,risk; disease; factors; sleep; disorders; metabolic; diseases; phenoconversion; hypertension; atherosclerotic; hypercholesterolemia; cardiovascular; idiopathic; synucleinopathies; neurodegenerative,1
510,analysed; maximising; energy; combining; technologies; membrane; bioreactor; analysis; techno; regeneration; anaerobic; municipal; economic; osmosis; wastewater,0
511,emission; emissions; caused; manufacturing; carbon; economic; economy; agricultural; indonesia; agriculture; causality; indonesian; cultivation; urbanization; environmental,0
512,effectiveness; hybrid; assessment; technological; evaluated; techniques; energy; machining; machinability; perspectives; biodegradable; economical; environmental; ecological; sustainability,0
513,variables; quality; policies; 19; levels; lessons; epidemic; dioxide; cities; hospitals; health; pollutants; challenges; pollution; megacities,0
514,findings; studies; empirical; authorities; enterprises; industry; economic; china; province; provincial; industrial; emissions; analyze; competitiveness; analysis,0
515,woodland; china; ecological; land; region; effects; regions; province; increase; optimization; environment; environmental; ecosystem; urbanization; jiangsu,0
516,causal; infections; disease; respiratory; link; clinical; timing; inflammatory; revascularization; prevention; health; vascular; brain; inflammation; cerebrovascular,1
517,experimental; microscopic; cw10; cement; compression; cementitious; microstructure; demonstrates; fiber; composites; evaluation; fibers; characteristics; calcium; hybrid,0
518,inhibit; deamidated; drugs; patients; proteins; tryptic; receptor; peptides; spectrometry; deamidation; consequences; pharmacological; biopharmaceutical; pertuzumab; trastuzumab,1
519,equation; surveys; manufacturing; performance; positive; innovation; advantage; findings; pollution; companies; evidence; effects; eco; economic; environmental,0
520,mixes; aggregates; improving; matrix; microstructure; properties; compressive; effectiveness; ceramics; materials; material; admixtures; ceramic; mineral; concrete,0
521,linnaeus; tilapia; chemical; extract; nutritional; niloticus; salinity; supplementation; aleo; aloe; oxygen; oreochromis; aquaculture; additives; alkalinities,1
522,olfactory; vision; therapy; progressing; nutritional; cell; treatment; cells; progenitor; degenerative; pigmentosa; pathophysiology; retinal; retinitis; transplantation,1
523,distribution; satisfying; operation; network; power; impact; efficient; networks; evaluating; storage; heating; system; energy; systems; electricity,0
524,detect; antioxidant; detection; tumors; tumor; quantitative; photon; visualize; molecular; fluorescence; imaging; ratiometric; visualization; redox; cancer,1
525,multiple; derive; numerical; method; delayed; model; experiments; theoretical; nutrient; amplitude; hopf; structure; network; bifurcation; microorganism,1
526,police; agencies; wellness; seeking; provide; officer; enforcement; counseling; health; mental; initiatives; addressing; officers; beneficial; aid,1
527,damages; equilibrium; causality; rkc; income; outcomes; curve; economic; renewable; growth; environment; kuznets; energy; ecological; environmental,0
528,economic; survivability; stochastic; distributed; maximum; affordable; resource; sizes; efficiently; optimal; grid; microgrids; energy; resources; microgrid,0
529,reductions; capacities; electric; supply; storage; fuel; costs; gas; benefits; power; methanation; operation; electricity; energy; hydrogen,0
530,heterogeneous; so2; cities; causal; energy; dynamic; cointegration; influence; causality; effects; economics; economic; interactions; china; chinese,0
531,radiation; efficiency; increase; improve; pyramid; improvement; glass; performance; plate; improves; solar; enhance; thermal; conductivity; enhancement,0
532,chitosan; mathematical; fluorouracil; beads; systems; materials; delivery; magnetic; synthesis; drug; composite; cofe2o4; composites; mnfe2o4; nanoparticles,1
533,advantage; kingdom; societal; computational; certainty; assesses; linearity; measure; nonlinear; hierarchy; assumptions; assessing; network; measuring; dominance,1
534,optimization; domain; favorable; dissociation; conformational; separation; nonphotochemical; pathway; cyanobacteria; path; phycobilisomes; protein; orange; ketocarotenoid; carotenoid,1
535,coefficients; estimations; arabia; grown; wheat; p1xp5; breeding; parameters; seeds; saudi; genetic; f1; hybrids; genotype; genotypes,1
536,straw; method; step; fe2o3; lipase; enzymatic; immobilization; procedure; rice; synthesizing; synthesis; esterification; enzymes; enzyme; hydrothermal,0
537,public; covers; 19; measures; flows; estimates; environment; concerns; recommendations; emergency; assessment; contamination; waste; environmental; deficiencies,0
538,coronavirus; situations; influence; analyses; health; indicators; crisis; facilities; hospitality; covid; impacts; 19; recovery; industry; initiatives,0
539,tumors; difference; invasion; induced; differentially; expression; changed; invasiveness; enzyme; immunomodulating; carcinoma; metastasis; immunohistochemistry; indoleamine; dioxygenase,1
540,processes; reactor; effluent; simultaneous; wastewater; ammonia; efficiency; waste; reduction; fermentation; oxidized; ammonium; nitrification; denitrification; oxidation,0
541,sectors; mitigation; impacts; existing; 2020; circular; economic; regulations; building; ecosystems; economy; framework; institutions; structural; barriers,0
542,tracking; tackling; challenges; livelihood; analyses; corruption; water; sector; governance; sustainability; development; reviewing; somalia; sanitation; somali,1
543,improving; agenda; energy; implications; increased; agreement; ambitions; economy; increase; increasing; growth; economic; oil; climate; environmental,0
544,hybrid; simulation; reversible; building; locations; efficiency; installations; radiation; system; electrical; electricity; buildings; thermal; systems; photovoltaic,0
545,chronic; respiratory; epigenetic; genetics; disease; epigenetics; pathological; progressions; pathology; progressive; views; apoptosis; pathogenesis; pathophysiology; pulmonary,1
546,development; limitations; measure; gas; standards; technology; analyzes; techniques; oil; pipelines; methods; leak; pipeline; detection; leakage,0
547,decreasing; growth; globally; understanding; 1998; concentration; analysis; particulate; global; trends; decades; countries; concentrations; pm2; drivers,0
548,chronic; health; adults; flexors; pain; methods; disability; variables; programs; effects; trial; clinical; training; exercises; trials,1
549,rural; settlement; economic; power; solar; grid; generate; wind; renewable; generator; impacts; energy; electrification; environmental; electricity,0
550,stress; enhancement; tilapia; isatis; improved; dysfunction; herbicides; relieved; protein; atrazine; intestine; epithelium; creatinine; phytogenic; oxidative,1
551,collaboration; covid; indoor; closed; centers; 19; allowing; epidemiologists; microbiologists; certificate; allowed; facilities; pandemics; permitted; pandemic,0
552,role; finding; empirical; cointegration; study; correcting; findings; emissions; investigate; sustainability; institutional; investigation; institutions; pollution; environmental,0
553,conservation; ecosystem; regionally; erosion; conversion; emergence; declined; anthropogenic; losses; global; loss; declines; decline; mangroves; mangrove,0
554,asthenosphere; mineral; minerals; reservoirs; terrestrial; earth; distribution; contamination; pyroxenites; isotope; isotopic; pyroxenite; lithospheric; potassium; isotopes,1
555,controlling; affect; governments; global; estimation; emissions; africa; energy; consumption; impact; sustainable; carbon; climate; pollution; dioxide,0
556,therapies; mmp10; catenin; apoptosis; flavonoid; respiratory; proteins; epithelial; inflammatory; bronchial; inflammation; cytokines; taxifolin; immunosorbent; metalloproteinase,1
557,energy; locally; distributed; province; loss; networks; resilience; risk; economy; provinces; regions; multiregional; regional; transmission; scarcity,0
558,hexavalent; reused; dehydronated; spectroscopy; regenerant; biosorbent; dosage; empty; reusability; removal; toxic; biosorption; fruit; chemistry; chromium,0
559,norms; likelihood; power; coercive; underpinnings; reproductive; aggression; authority; influence; behavioural; humans; control; deference; intimidation; dominance,1
560,sustainability; shifts; sustainable; eating; transition; reduction; benefit; reduced; meat; planet; environmental; dietary; reduce; diets; diet,0
561,activation; evoked; approach; indicative; combining; spacing; therapies; paresthesia; postural; spinal; inducing; direction; therapy; stimulation; therapeutic,1
562,scale; renewable; potential; power; roadmap; future; technological; economic; development; economically; efficiency; energy; climate; 2050; bioenergy,0
563,genomes; molecular; mutational; replication; genotype; infection; genotypes; epidemiologic; outbreak; evolutionary; mutations; vaccines; coronavirus; pandemic; virus,1
564,emergency; niv; clinical; naemsp; asthma; medications; edema; adjunctive; ventilation; medical; pulmonary; noninvasive; respiratory; therapeutic; prehospital,1
565,keratinocyte; riedelianum; compounds; cytotoxic; trypomastigotes; axenic; nifurtimox; antiparasitic; derivatives; benznidazole; erytroleukimia; furoquinoline; kokusaginine; alkaloids; flindersiamine,1
566,interventions; target; attenuation; fear; systems; hallmark; anxiety; behavioural; hippocampal; retrieval; memory; consolidation; trauma; generalisation; disorders,1
567,grey; incompleteness; skeletal; structures; damage; expansion; characteristics; detection; reduction; expanded; efficiency; identification; wolf; optimization; algorithm,0
568,implemented; compensation; beneficial; ecological; approach; trading; impact; carbon; china; poverty; effects; implementation; emissions; experimental; experiment,0
569,student; youth; behavioral; punishment; students; conflict; associations; fighting; violence; association; victimization; adolescents; school; cyberbullying; bullying,1
570,induced; linear; disease; caused; mucocutaneous; bullous; triggered; infection; pathogenetic; vaccination; autoimmune; dermoepidermal; vaccines; vaccine; dermatosis,1
571,carbon; development; consumption; growth; co2; d8; g8; comparative; causality; economic; emissions; findings; analysis; impact; countries,0
572,mathematical; hybrid; objective; energy; microgrids; planning; optimal; deterministic; operational; algorithm; sustainable; minimization; autonomous; optimization; microgrid,0
573,policies; consumption; industrial; china; sustainable; study; measurement; effects; energy; economic; efficiencies; urban; efficiency; inefficiency; urbanization,0
574,diagnosis; facial; cutaneous; mycosis; perivascular; cd8; epidermotropic; cytotoxic; tumor; lymphoid; apoptotic; lymphoproliferative; lymphomatoid; lymphoma; chemotherapy,1
575,services; indicator; reporting; assessment; resources; outcomes; observation; resolutions; impacts; observations; environmental; sustainable; indicators; sustainability; ecosystem,0
576,organisation; maintenance; protocol; societal; occlusion; sedation; narrative; neurological; recanalisation; periprocedural; mechanical; ischaemic; anaesthetic; anaesthesia; thrombectomy,1
577,england; sapphirus; amethystus; genus; seas; sea; mesenteries; actiniaria; anemones; anthozoa; smaragdus; redescriptions; species; edwardsianthus; edwardsiidae,1
578,alpha; synthesis; physiological; oestradiol; protein; hypothalamus; hypothalamic; pubertal; astrocyte; phosphorylation; astrocytes; puberty; oestrogen; neuroendocrine; progesterone,1
579,organizations; allocations; organ; allocation; recipients; kidneys; transplantation; transplant; transplants; deceased; allocated; kidney; transplanted; donor; donors,1
580,sorafenib; efficacy; diagnosed; prognosis; patients; monotherapy; treatment; therapy; cancer; ramucirumab; pharmacologic; evaluation; hepatocellular; clinical; carcinoma,1
581,experiment; building; utilization; construction; cities; economic; experiments; effectiveness; city; empirical; impact; urban; environment; efficiency; ecological,0
582,findings; emissions; study; developing; modeling; technological; development; countries; african; indicators; sustainable; analysis; polluted; analyzing; pollution,0
583,enterprises; study; generate; innovate; platform; economic; economy; inspiration; profitability; network; digitalization; sustainability; networks; sustainable; china,0
584,interfacial; simulate; verified; mixed; mixing; adhesive; interface; microdefects; verification; microstructure; composite; interfaces; mixture; synthetic; asphalt,0
585,outcomes; legal; analyzed; survey; national; association; victimization; crime; immigrant; alcohol; violence; incarceration; immigrants; epidemiologic; immigration,1
586,findings; economy; degree; study; analyze; coupling; industrial; china; emission; reduction; upgrading; imbalance; carbon; coordination; efficiency,0
587,elements; transports; crystallography; transporters; properties; metal; mg2; protein; structures; mechanism; transporter; cotransport; functional; structural; magnesium,1
588,consumption; volatility; vulnerability; importing; energy; indicators; fuel; parameters; affect; risky; disruption; supplementation; risk; supply; oil,0
589,grateful; intervention; positive; emotional; responses; interventions; online; writing; affective; compassion; cognitive; compassionate; optimism; optimistic; psychological,1
590,differs; china; diels; perennial; fu; calyx; papilionoideae; fabeae; mingyue; viciadichroantha; viciataipaica; fabaceae; species; jiangxi; viciamingyueshanensis,1
591,chitosan; cell; cells; oxides; iron; oxide; nanohybrid; pharmacological; oncology; cancer; nanoparticles; theranostic; cancers; colorectal; carcinoma,1
592,environment; optimize; cities; society; macroeconomic; environmental; growth; coordination; growths; economic; analyzes; economy; study; china; jiangsu,0
593,positions; diverse; reproductive; interactions; species; structures; subordinates; emergence; behavioural; vertebrates; insects; hierarchies; hierarchy; dominance; eusocial,1
594,enteropathogenic; amyloid; probiotic; lactoperoxidase; microscope; infection; lactadherin; microscopy; bacteria; lactotransferrin; bacterial; antibiotic; salmonella; antimicrobial; antibacterial,1
595,intervention; programmatic; disorders; evidence; maternal; complications; prevention; hypertensive; preeclampsia; dietary; pregnant; pregnancy; supplementation; supplements; calcium,1
596,learning; artificial; intelligence; advances; emerging; growth; segmentations; detailed; increases; leakage; classification; segmented; deep; segmentation; enhanced,1
597,patient; summarizes; veneers; paper; methods; tooth; reported; anterior; studies; review; management; report; clinical; treatment; teeth,1
598,viscoelastic; recycled; pavement; polymer; recycle; effects; evaluation; rheometer; polymers; environmental; behaviors; rheological; recycling; asphalt; asphalts,0
599,tumor; tumors; cancer; immunological; phototherapy; optical; immunotherapy; immunomodulatory; immunogenic; physiochemical; multifunctional; inorganic; photoimmunotherapy; nanomaterial; nanomaterials,1
600,applying; chinese; distributed; fertilized; function; hemoglobin; foliage; molybdate; yield; animals; potassium; merino; dressing; influences; antioxidant,1
601,regimes; transmission; diagnoses; health; temperature; change; america; move; pathogens; epidemiologists; impacts; infections; infectious; ecological; climate,1
602,coordinated; region; networks; market; technologies; efficiency; coordination; electricity; centralized; carriers; system; regional; interconnected; storage; systems,0
603,co2; achieve; countries; development; effectiveness; degradation; regulation; emissions; accountability; environmental; governance; saharan; corruption; african; africa,0
604,complexity; fuzzy; carbon; price; hybrid; empirical; machine; forecast; accuracy; entropy; futures; prediction; forecasting; forecasts; algorithm,1
605,proximal; mitogen; kidney; urine; acute; gene; kidneys; kinase; creatinine; mapk8; protein; urinary; apoptosis; premature; infants,1
606,vivo; patients; anti; chronic; cell; vitro; therapeutic; biology; disease; monogenetic; sickle; pathophysiology; inflammatory; inflammation; cytokines,1
607,criteria; comparative; published; dataset; insight; metadata; centennial; archive; century; publishing; datasets; hierarchies; data; domarchive; dominance,1
608,amino; mechanism; rat; granulation; induced; rats; activation; regulated; regulate; diabetic; regulation; activates; caveolin; catenin; diabetes,1
609,assessement; chemical; organic; assessment; ethanol; impacts; biological; profitability; waste; biomasses; biorefineries; biorefinery; biomass; environmental; bioethanol,0
610,evaluate; experimental; optimization; determination; methodology; methanol; citrus; limon; lemon; factors; factorial; peel; phenolic; flavonoids; polyphenols,1
611,production; growth; renewable; countries; regulations; sources; economic; union; development; market; energy; european; eurostat; electricity; wind,0
612,dynamics; impact; assess; overview; services; economic; comprehensive; degradation; vegetation; shorelines; environmental; biodiversity; assessment; impacts; ecosystem,0
613,differentiation; economic; covid; ecuador; colonialism; money; convenience; subsidiarity; justice; legitimation; coloniality; perpetuated; ecuadorian; crisis; legality,1
614,objective; objectives; vehicle; optimal; economic; techno; technologies; vehicles; optimised; synergetic; optimisation; environmental; electric; energy; electricity,0
615,statement; ems; technologies; clinical; procedural; preliminary; environments; management; naemsp; technique; pathways; hospital; techniques; airway; prehospital,1
616,guizhou; beijing; evidence; regression; mongolia; liaoning; promote; influence; guangxi; environmental; heilongjiang; industrial; autocorrelation; agglomeration; pollution,0
617,umbrella; exergoeconomic; cooling; efficiency; freshwater; mediums; heat; analysis; climate; economic; enviroeconomic; solar; environmental; energy; media,0
618,subcutaneous; draining; impedes; perfused; restriction; complications; arterialized; efferent; perfusion; congestion; veins; arteriovenous; venous; diverting; flow,1
619,hepg2; β1; adipokine; targeting; steatosis; protein; qpcr; vaspin; receptor; hepatocytes; intracellular; hepatocyte; grp78; proteins; fibrosis,1
620,construct; construction; highlight; structural; represents; steps; variety; product; natural; total; products; synthetic; synthesis; oxepin; dihydrooxepin,1
